WarehouseNbr,UOM,Category,Cost,ItemDesc
12280,EA,02,1.7,"PHASE TAG, LETTER-C, COLOR-BLUE"
99005,EA,02,1.15,"BOLT, MACHINE, 5/8"" X (6""-28"") GALV."
99001,EA,02,4.5,"BAILS, CLAMP, HOT LINE, #2 SOL TO 2/0 SOL CONDUCTOR."
99002,EA,02,0.36,"NUT, SQUARE, GAL, 5/8""-7/8"". "
99003,EA,02,0.31,"BOLT, CARRIAGE, 3/8"" X (4 1/2"" 7"",& 10"")."
99004,EA,02,0.62,"BOLT, MACHINE, 1/2"" X (6"" TO 16"")."
99006,EA,02,2.13,"BOLT, MACHINE, 3/4"" X (12""- 28"")."
99008,EA,02,5.39,"BOLT, DOUBLE ARMING, 3/4"" X (24""-36"")."
99007,EA,02,1.67,"BOLT, DOUBLE ARMING, 5/8"" X (16""-26"")."
12281,EA,02,16.8,"CONNECTOR, GROUND ROD, GROUND MAT, #2 STR-2/0 STR."
12283,EA,02,11.7311,"CONNECTOR, GROUND TAP, GROUND MAT, #1/0 STR.-2/0 STR."
99009,EA,02,20.88,"BOLT, DOUBLE ARMING, 1"", GALV, FULL THREAD."
99010,EA,02,3.04,"BOLT, EYE, 5/8"" X (8""-14"")GALV "
99011,EA,02,2.7,"BOLT, DOUBLE UPSET, 5/8""X (10"" -12""), GALV."
99013,EA,02,1.82,"BOLT, ASSEMBLY,STAINLESS STEEL 1/2"" X (1 1/4"" X 3"")."
99014,EA,02,1.04,"EYENUT, STD, 5/8"" & 3/4"". "
99015,EA,02,1.3,"EYENUT, THIMBLEYE, 5/8"" & 3/4"" "
99016,EA,02,0.25,"LOCKNUT, MF, GALV., 5/8"", 3/4"" & 7/8""."
99017,EA,02,5.76,"CLAMP, HOT LINE, #6 SOL TO 397 KCM STR."
99018,EA,02,2.4,"CONNECTOR, PARALLEL GROOVE, #8-954 KCM."
99021,EA,02,5.12,"CONNECTOR, CRIMPIT, #2AL- 394 KCM."
99022,EA,02,3.62,"CONNECTOR, FARGO, #6 SOL. TO 4/0 STR."
99023,EA,02,3.62,"CONNECTOR, SQUEEZE-ON, #8 SOL- 394 STR/SOL."
99025,EA,02,2.3,"FUSE, CUTOUT STD SPEED, 1 TO 5 AMP."
99026,EA,02,2.53,"FUSELINK, K SPEED, 1 AMP- TO 102 UNIVERSAL."
99028,EA,02,1.75,"GRIP, SERVICE, DEAD-END, #6 AAAC TO 4/0 AAAC."
99029,EA,02,0.9,"GROUND ROD CLAMP, 5/8"" & 3/4"""
99030,EA,02,12.1,"LAMP, HPS, 70 TO 400 WATT. "
11706,EA,02,15,"STRESS CONE KIT, #2 STR. AL, 175 MIL, 15 KV."
11153,EA,02,141.6,"BRACKET, CUTOUT/ARROSTOR, 36"" "
11030,EA,02,43.4,"ARRESTER, LIGHTING "
11507,EA,02,92.4,"INSULATOR, SUSPENSION, BELL, 10"" GRAY,"
99027,EA,02,108.92,"FUSE, NX "
99031,EA,02,3.56,"POLE TOP PROTECTOR, 9""-12"". "
99032,EA,02,1.17,"SLEEVE, SERVICE ENTRANCE, #6 TO 4/0."
99035,EA,02,0.077,"STAPLES 1 3/4"" TO 3 1/2"" "
99036,EA,02,0.21,"UNDERGROUND TAGGING LETTER, NUMBERS, & PHASE TAGS."
99040,EA,02,0.86,"CLIP, BONDING 13/16"" & 15/16"". "
99041,EA,02,4.77,"TUBING, HEAT SHRINK,  #12 TO 750 KCM."
99042,EA,02,0.34,"WASHER, ROUND GALV, 1 3/8"" TO 4"" DIA."
99043,EA,02,0.13,"WASHER, SQUARE, GALV. "
99044,EA,02,1.72,"WASHER, SPRING CLIP, 11/16""TO 15/16""."
99045,EA,02,2.1,WIRE HOLDER (HOUSE KNOB) LONG SHANK.
99046,EA,02,14,"GROUND CLAMP, 2/O 2""-4"" "
99012,EA,02,1.85,"BOLT, THIMBLEYE, STRAIGHT, 5/8""-(10""-14"")."
99019,EA,02,0.78,"CONNECTOR, SERVICE ENTRANCE, #8 STR-#4 SOL. SPLIT BOLT"
99020,EA,02,7.01,"CONNECTOR, TAP, W/STAINLESS STEEL BOLT"
99024,EA,02,12.05,"FUSE, PADMOUNT, 3-15 AMP, RRII OR SINGLE PHASE"
99033,EA,02,1.78,"SLEEVE, COMPRESSION, VCSE "
99034,EA,02,2.15,"SLEEVE, SERVICE "
99038,EA,02,1.96,SWITCH LETTERS AND NUMBERS 
99039,EA,02,4.39,"TERMINAL, PLUG, STR. ALUM. "
99047,EA,02,0.58,"ANCHOR, BOLTS, CONCRETE, STAINLESS STEEL."
12284,EA,02,220,"METER, PRIMARY, UG ENCL. 7.2KV CT-O-PT, 1P-20A, DEMAND"
12285,EA,02,500,"METER,PRIMARY,UG ENCL. 7.2 KV, CT-PT, 3P-20A, DEMAND"
12286,EA,02,3400,"METER, TRANSMISSION, 69 KV, CT-PT 3P, 4 QUADRANT"
12287,EA,02,190,"METER, 5 TERM, 2W 120V CT 1P-2 WIRE ABOVE 200A DEMAND"
12288,EA,02,235,"METER, 13 TERM, 4W, CT-PT, 20A WYE/DELTA 120-480 DEMAND."
12289,EA,02,1000,"METER, 13 TERM, 4W, CT-PT, 3P, 20A WYE, 277-69 KV DEMAND."
12290,FT,02,0.395,"CONDUCTOR, PRIMARY, OVERHEAD, 4/0 ACSR, BARE."
12291,EA,02,3080,"CONNECTOR, #4-500 KCM, UG, SAME AS STOCK #12222"
12292,EA,02,5.8773,"BUSHING, REDUCER, 2""-2 1/2"", PVC, SCH. 40."
12293,EA,02,1.6896,"MACHINE BOLT, 3/4""X 2 1/2"", GALV,HEX HEAD,LOCK WASHER,NUT"
12296,FT,02,0,CONTRACTOR TRENCH 
12295,FT,02,10,SECONDARY TRENCH 
12294,FT,02,13,PRIMARY TRENCH 
12297,EA,02,1.1948,"BOLT, MACHINE, 5/8"" X 1 3/4"", GALV,SQ. HEAD, HEX NUT, LOCK W"
12298,EA,02,2.8507,"BOLT, MACHINE, 3/4"" X 1 3/4"", GALV, SQ. HD, HEX NUT, LOCK W."
99048,EA,02,4.25,"BOLT, MACHINE W/LOCK WASHER, 5/8""-3/4""X 3"" SQ. HEAD W/NUT"
12299,EA,02,10.6263,"ADAPTER, CABLE, 600 AMP, 15 KV ELBOW, 4/0 AL/CU, 175 MIL."
12300,EA,02,1600,"SWITCH MAT, ""C"" STYLE, TRANSMISSION"
12301,EA,02,1137,"SWITCH MAT, ""L"" STYLE, TRANSMISSION."
12302,EA,02,1000,"SWITCH MAT, ""R"" STYLE, TRANSMISSION."
12303,EA,02,4110,"SWITCH, ONE-WAY GOAB, TRANSMISSION."
12304,EA,02,7910,"SWITCH, VERTICAL BREAK, GOAB,  69 KV,PER SPEC."
12305,EA,02,12000,"SWITCH, THREE-WAY GOAB, TRANSMISSION."
99049,EA,02,5.76,"TERMINAL, SPADE, #4 STR.- 350 STR. ALUM/COPPER."
12306,EA,02,5842,XFMR-PAD-MINI-45 KVA-208Y/120 
12307,EA,02,6358.8413,XFMR-PAD-MINI-75 KVA-208Y/120 
12308,EA,02,11500,"SECTIONALIZER, ELECTRONICALLY CONTROLLED, 15 KV."
12309,EA,02,1275,XFMR-RR2-15 KVA-277/480 
12310,EA,02,3.7065,"CONNECTOR, SQUEEZE-ON, #394.5- 2/0 STR. ALUM."
99050,EA,02,2.09,"PHASE TAGS,LETTERS:A,B &C COLORS: RED, WHITE, & BLUE"
12311,FT,02,0.352,"CONDUCTOR, #6 STR. COPPER, BARE, SOFT DRAWN."
12312,EA,02,39.5781,"TERMINAL, COMPRESSION, TWO HOLE PAD, ANGLE, #750 KCM."
12313,EA,02,15.8749,CABLE POSITIONER 
12314,EA,02,136.3238,"PEDESTAL,PE-28,WITH CONNECTOR, (LI350-6 CONNECTOR)"
12315,EA,02,382.8713,"HAND HOLE,(SIZE-MED)BOX ONLY, 2'X 3' X24"", CONCRETE POLYMER"
12316,EA,02,149.6309,"HAND HOLE, LID ONLY(SIZE-MED) RATED 20K, 24"" X 36""."
12317,EA,02,169.9895,"HAND HOLE, (SIZE-SMALL) 13"" X 24"" X 18"" BOX."
12318,EA,02,77.5879,"HAND HOLE,LID ONLY(SIZE-SMALL) RATED 20K, 13"" X 24"""
12319,EA,02,12.7998,"ELBOW, PVC, 2"" 90 DEGREE 36"" RADIUS,SCH. 80, BELLED END"
12320,EA,02,25.133,"ELBOW, PVC, 3"" 90 DEGREE 36"" RADIUS,SCH. 80, BELLED END"
12321,EA,02,35.0071,"ELBOW, PVC, 4"" 90 DEGREE, 36"" RADIUS,SCH. 80, BELLED END"
12322,EA,02,48,"ELBOW, PVC, 6"" 90 DEGREE, 36"" RADIUS,SCH. 80, BELLED END"
12323,EA,02,5782.1667,XFMR-PAD-MINI-75 KVA-480Y/277 
12324,EA,02,149.9,"PAD, 3 PHASE TRANSFORMER, POLYPAD, WITH 2""X 3"" WASHER."
12327,EA,02,1508.6468,"POLE, FIBERGLASS, STREET LIGHT 14'."
12325,EA,02,3.3773,"METER RING, STAINLESS STEEL."
12326,EA,02,10.1229,"METER RING, LOCKING. "
12328,EA,02,6184,XFMR-PAD-MINI-45 KVA-480Y/277 
12329,EA,02,0,EXISTING METER CONNECTION 
12330,EA,02,0,NON-METERED INSTALLATION 120V SERVICE
12331,EA,02,0,"NON-METERED INSTALLATION, 120/240V SERVICE"
12332,EA,02,0,NON-METERED MISC. FIXED LOAD. 
12333,EA,02,0,NON-METERED PUBLIC LIGHTING 
12334,EA,02,0,NON-METERED PRIVATE LIGHTING 
12336,EA,02,16.9271,"STARTER BOARD, 70W SENTRY & 100W DECORATIVE LIGHTS."
12335,EA,02,607.5835,"DECORATIVE POST TOP LUMINAIRE, KING,ACRON LIGHT-TOLEDO"
12337,EA,02,3650,"RECLOSER, SINGLE PHASE, PADMOUNTED SWITCHGEAR"
12338,EA,02,0.08,METER SEALS-GENERIC 
12339,EA,02,65.1726,"SHAFT-DIRECT BURIAL, FIBER- GLASS STREET LIGHT POLE"
12340,FT,02,2.6051,"CONTINUES DUCT, 4"", HDPE, COLOR-BLACK W/3 RED STRIPES"
12341,EA,02,711.0871,"HAND HOLE,(SIZE-LARGE)BOX ONLY 30"" X 48"" X 24"""
12342,EA,02,239.9829,"HAND HOLE,LID ONLY(SIZE-LARGE) RATED 20K, 30"" X 48"" X 24"""
12343,EA,02,217.3488,"INSULATOR, POLYMER, 138 KV, HORZ., POST, FLAT BASE."
12344,EA,02,247.9209,"INSULATOR, POLYMER, 138 KV, HORZ.POST,FLAT BASE, CLAMP TOP"
12345,EA,02,66.2795,"POWER DOOR, STREET LIGHT, 200W, HPS, GENERAL ELEC."
12346,EA,02,475,"VAULT, CONCRETE, COVER, 5'X 9'X 1' W.42"" ROUND OPENING"
12348,EA,02,120.8647,"METER, FM4S, CL20, 240 VOLT, DEMAND.          ."
12347,EA,02,156.919,"CONDUIT REDUCER 6"" TO 12"". "
12349,EA,02,1058,XFMR-RR2-15 KVA-120-2 SEC STUD 
12350,EA,02,20.7624,"Y-CLEVIS, EYE, 90 DEGREE. "
12351,EA,02,0.4113,"WASHER, SPLIT LOCK, 7/8"" "
12352,EA,02,398.0667,"BASE, SCREW ANCHOR, ST. LT., 14' FIBERGLASS POLE."
12353,EA,02,25.8941,"CONDUIT, REDUCER, 6""X4"", STYLE-""A""."
99051,EA,02,4.28,"BOLT, EYE, 3/4""X (10""-16"") GALV."
99052,EA,02,8.08,"FUSE, PADMOUNT, DUAL/CURENT BAY-O-NET."
99053,EA,02,5.33,"SLEEVE, COMPRESSION "
99054,EA,02,1.39,"WASHER, SQUARE CURVED "
12354,EA,02,32094,"SWITCHGEAR, VFI, 3 PHASE, PER CLPUD SPECIFICATIONS"
12355,EA,02,1300,XFMR-PAD-COMP-25 KVA-240/120 
12356,EA,02,0.554,CONNECTOR COVER FOR SQUEEZ-ON CONNECTOR.(C-5)
12357,EA,02,1.4797,CONNECTOR COVER FOR SQUEEZE-ON CONNECTOR.(C-9)
12358,EA,02,28.1455,"TERMINAL, COMPRESSION, TWO HOLE PAD, ANGLE, 394 STR. COND"
99055,EA,02,0.95,"COVERS(CONNECTOR)FOR SKT# 11396,12356, & 12357"
12359,EA,02,11214.91,"POLE, STEEL, 80' PER CENTRAL LINCOLN SPECS"
12360,EA,02,2.1398,"WEDGE CLAMP,SERVICE, ENTRANCE, #2-1/0 STR. SEC. CONDUCTOR."
12361,EA,02,286,"CROSS ARM BRACE, POLE, TRANSMISSION.(CHART FOR SIZE)"
12364,EA,02,24.99,"BRACKET, NEUTRAL, EXTENSION. "
12365,EA,02,2251,"POLE, TRANSMISSION, 110' DOUG FIR, PENTA TREATED,BLANK."
12443,EA,02,6.1711,"END CAP, 750 KCM, UG, PRI, CONDUCTOR."
12366,EA,02,0.8682,"STAPLES, 3""X 1 1/2""X 1/4"", COPPER COATED."
12363,EA,02,2.909,"ELBOW, PVC, 1"", 90 DEGREE, 12"" RADIUS,SCH. 40, BELLED END"
12362,FT,02,0.3857,"CONDUIT, 1"" PVC, SCH. 40., 10' LENGTH, W/ONE BELLED END."
12367,EA,02,0.1646,"COUPLING, PVC, 1"", SCH. 40, FEMALE, SLIP-TO-SLIP."
12368,LB,02,1.72,"ROOFING NAILS, 1-1/2"" HG ROOFING NAILS 11 GA."
12369,EA,02,18.233,"TERMINAL, SPADE, TWO HOLE, 1000 KCM STR. ALUM CONDUCTOR."
12371,EA,02,2764,MINI-PAD DRY WELL FUSE ASSEMBLY.
12370,EA,02,342.5,"GROUND SLEEVE,BOX PAD FOR MINI PAD DRY WELL FUSE ASSEMBLY."
12372,EA,02,180.4615,"METER, FM2S, CL200, 240 VOLT, DEMAND."
12373,EA,02,206.087,"METER, FM2S, CL 320, 240 VOLT, DEMAND."
12374,EA,02,22.7064,"TERMINAL, SPADE, TWO HOLE, 2/0 STR.COPPER COND-GROUNDING."
12375,EA,02,9.9211,"HAND CLEANER-CITRA SCRUB, ORANGE SCENT, PINT SIZE"
12376,EA,02,99.2945,"CONNECTOR, #2-750 KCM, UG, 6 POSITION"
99056,EA,02,0,LIGHT FIXTURE-TEST 
99057,EA,02,0,FIBERGLASS POLE-TEST 
12377,EA,02,9.4,SILICONE 
12378,EA,02,8.6129,"GAIN, CROSSARM, DISTRIBUTION, METAL."
12379,EA,02,93.7223,"METER, TURTLE MODULE INSTALLED METER TYPE-J5S OR TYPE MX"
12380,EA,02,2.2764,CONNECTOR COVER FOR SQUEEZE- ON CONNECTOR (C-9-L)
12381,EA,02,33.73,"SPACER, BUNDLED CONDUCTOR "
12382,EA,02,22.9108,"YOKE PLATE, 12"", GALV. "
12384,EA,02,50.7155,"TERMINAL,COMPRESSION,4 HOLE PAD, 90 DEGREE, #927 ACAR"
12385,EA,02,34.5,Y CLEVIS-CLEVIS 
12383,EA,02,13.0746,"CLEVIS, SOCKET, 30,000 LB "
12386,EA,02,34.5149,"HAND HOLE, PE-20, LID ONLY. "
12387,EA,02,22.1398,"HAND HOLE, PE-14, LID ONLY. "
12472,EA,02,3.75,"CLEVIS, NUT TYPE CN-5 "
12389,EA,02,4.0566,"SLEEVE, SERVICE, ENTRANCE, 2/0 STR.-2/0 STR. AL/CU COND."
12388,EA,02,3.7344,"SLEEVE, SERVICE, ENTRANCE, 4/0 STR.-4/0 STR. AL/CU COND."
12390,EA,02,0,"REFRACTOR, FLAT GLASS, HPS, SEE#11535(G.E. MFG ONLY)"
12391,FT,02,0.353,"CONTINIUOUS DUCT, 1 1/2"", HDPE COLOR-BLACK W/3 RED STRIPS"
12392,FT,02,1.38,"CABLE IN CONDUIT, 1 1/2"" HDPE, 13.5, 1/0 PRI,15 KV,175 M,EPR."
12393,EA,02,25.1136,"CAUTION ROUTE MARKER, 72"" W/P.U.D. DECAL-FIBER OPTIC"
12394,EA,02,15529,XFMR-PAD-1200 KVA-480Y/277 
12395,EA,02,14867,XFMR-PAD-1500 KVA-MINERAL OIL 480Y/277
12396,EA,02,37.4245,"CONNECTOR, SECONDARY, U.G., (L6D10-750IU)"
12397,EA,02,89.6266,"CONNECTOR, SECONDARY, U.G., (L6D12-1000IU)"
12398,EA,02,2613,"VAULT, LID, 7'X 12' FOR A 7'X 12' VAULT BASE."
12399,EA,02,19981,XFMR-PAD-1000 KVA-480Y/277 
12402,EA,02,4.4,"GUY MARKER, 8', PVC, YELLOW, (20M GUY WIRE ONLY)"
12400,EA,02,45.6128,"RACK, CABLE, NON-METALLIC, CABLE ARM, 18"""
12401,EA,02,240.2024,"INSULATOR, STATION POST, 115 KV, SILICONE"
12403,EA,02,339,"POLE, DISTRIBUTION, 45'CL.3, WESTERN RED CEDAR, CHEMONITE."
12404,EA,02,4.1667,"CONDUIT STRAP/HANGER, 2""-4"", BRIDGE CROSSING, RIGID STEEL."
12405,EA,02,83.0961,"HAND HOLE, PE-20, DOME LID ONLY(ABOVE GRADE PEDESTAL)"
12406,EA,02,1.2922,"COUPLING, DEEP-SOCKET, 2"" PVC, SCH. 40 (FOR FLEX DUCT ONLY)"
12407,EA,02,4.3559,"COUPLING, DEEP-SOCKET, 3"" PVC, SCH. 40 (FOR FLEX DUCT ONLY)"
12408,EA,02,4.3483,"COUPLING, DEEP-SOCKET, 4"" PVC, SCH. 40 (FOR FLEX DUCT ONLY)"
12409,EA,02,36.8502,"CUTOUT GATE, 25 KV, STAINLESS STEEL CUTOUT ONLY!"
12410,EA,02,22.6,"CLAMP, STRAIN, 652 AAAC, SIDE OPENING."
12411,EA,02,28.3859,"STIRRUP, MECHANICAL, 652 AAAC, ALUM, CONDUCTOR."
12412,EA,02,4.35,"TIE, SINGLE TOP, 652 AAAC CONDUCTOR."
12413,EA,02,4.65,"TIE, SINGLE SIDE, 652 AAAC CONDUCTOR."
12414,EA,02,9.4,"TIE, DOUBLE TOP, 652 AAAC CONDUCTOR"
12415,EA,02,9.85,"TIE, DOUBLE SIDE, 652 AAAC CONDUCTOR"
12416,FT,02,0.94,"CONTINIUOUS DUCT, 2"" HDPE, COLOR BLACK W/3 RED STRIPES"
12417,EA,02,15.2209,"COUPLING, 2"", HDPE-PVC & HDPE- HDPE."
12418,EA,02,6.5162,"COUPLING, 2"", HDPE-HDPE. "
12419,EA,02,227.75,TRAYER DRYWELL FUSE ASSEMBLY- ADAPTERS (UPPER & LOWER).
12420,EA,02,718.9847,XFMR-POLE-15 KVA-120/240 SINGLE BUSHING
12421,EA,02,727.6653,XFMR-POLE-25 KVA-120/240 SINGLE BUSHING.
12422,EA,02,1318.7087,"XFMR-POLE-50 KVA-120/240, SINGLE BUSHING."
12423,EA,02,10.8712,DELINEATOR POST-TO BE USED TO MARK BUMPER POST.CLPUD#11616
12424,EA,02,7.2838,CONNECTOR COVER FOR STK#11379 PVC SLIP OVER COVER.
12425,EA,02,10.1137,CONNECTOR COVER FOR STK#11380 PVC SLIP OVER COVER
12426,EA,02,1318,"ENCLOSURE CABINET, THREE PHASE 4/0 PRI. CONDUCTOR, FIBERGLASS"
12427,EA,02,6050,"SWITCH,ENCLOSED,SF6,ROTARY PUFFER W/VISIBLE OPEN WINDOW."
12428,FT,02,2.0245,"CONTINIUOUS DUCT, 3"" HDPE, COLOR-BLACK W/3 RED STRIPES."
12429,EA,02,785.7,"ENCLOSURE, CABINET, FOR ELASTIMOLD MVI SWITCH."
12431,EA,02,773.7882,"POLE, DISTRIBUTION, 50'CL.1, DOUGLAS FIR, PENTA TREATED."
12432,EA,02,920.1917,"POLE, 55'CL.1 DOUGLAS FIR, PENTA TREATED."
12430,EA,02,3354.5,"SWITCH, ELASTMOLD VACUUM INTERRUPPTER, W/CABLE, 200 AMP"
12433,EA,02,811,"POLE, DISTRIBUTION 60'CL.1, DOUGLAS FIR, PENTA TREATED."
12434,EA,02,5843,"POLE, STEEL, 60'CL.2 "
12435,EA,02,5843,"POLE, STEEL, 85'CL.2 "
12436,EA,02,108.865,"X-LIMITER FUSE, TRAYER DRYWELL FUSE ASSEMBLY."
12437,EA,02,0.9145,"BOLT, MACHINE, 1/2"" X 14"" GALV."
12438,EA,02,1.34,"BOLT, MACHINE, 1/2"" X 16"""
12439,EA,02,6.1542,"COUPLING, 2"" SPLIT ADAPTER, SPLIT CONDUIT-PVC CONDUIT."
12440,EA,02,7.7822,"COUPLING, 3"" SPLIT ADAPTER, SPLIT CONDUDIT-PVC CONDUIT."
12441,EA,02,11.0167,"COUPLING, 4"" SPLIT ADAPTER, SPLIT CONDUIT-PVC CONDUIT."
12442,EA,02,4.6942,"END CAP, 1/0-4/0 STR. UG PRI. CONDUCTOR."
12444,EA,02,19.153,"CONNECTOR, SECONDARY,INSULATED 6-POSTION, U.G.,#10-350 KCM"
12445,EA,02,142.8984,"INSULATOR, STATION POST, 69 KV POLYMER, 30"", 3"" BOLT CIRCLE."
12446,EA,02,36.1,"PLATE, 6-HOLE TRANSITION PLATE"
12447,EA,02,66.0556,"TERMINATION KIT(POTHEAD) 750 KCM, 220 MIL,CONC. NEUTRAL"
12448,EA,02,622.62,"POLE, CHEMONITE, 50'CL.1, DOUG FIR, BLANK, SAW KERF"
12449,EA,02,706.83,"POLE, CHEMONITE,55'CL.1, DOUG FIR, BLANK, SAW KERF."
12450,EA,02,786.84,"POLE, CHEMONITE, 60'CL.1, DOUG FIR, BLANK, SAW KERF."
12451,EA,02,950.29,"POLE, CHEMONITE, 65'CL.1, DOUG FIR, BLANK, SAW KERF."
12452,EA,02,1260.01,"POLE, CHEMONITE, 75'CL.1, DOUG FIR, BLANK, SAW KERF."
12453,EA,02,1379.85,"POLE, CHEMONITE, 80'CL.1, DOUG FIR, BLANK, SAW KERF."
12454,EA,02,1532.72,"POLE, CHEMONITE, 85'CL.1, DOUG FIR, BLANK, SAW KERF."
12455,EA,02,1835.35,"POLE, CHEMONITE, 95'CL.1, DOUG FIR, BLANK, SAW KERF."
12456,EA,02,1979.8,"POLE, CHEMONITE, 100'CL.1, DOUG FIR, BLANK, SAW KERF."
12457,EA,02,6.55,HOUSESIDE SHIELD FOR COOPER ACORN LIGHT(STK #12335)
12458,RO,02,55.9703,TRANSFORMER LABEL TAPE-BLACK REPLACEMENT RIBBON
12459,RO,02,102.1838,TRANSFORMER LABEL TAPE-YELLOW 
12460,EA,02,427,GLOBE-ONLY ACORN LIGHT-HOLOPHANE
12461,EA,02,252.4094,"LUMINAIRE, BASE ONLY, COOPER, ACORN FIXTURE."
12462,EA,02,1340,"SWITCH, REGULATOR, BYPASS, TYPE-XL, 15 KV."
12463,QT,02,12.64,PVC CEMENT(CONDUIT-BORE PROJECT ONLY) W/APPLICATOR
12464,EA,02,5096,"PLATFORM, ALUMA-FORM, 18' "
12465,EA,02,33.8124,"COUPLING, 4"", HDPE-HDPE & HDPE-PVC."
12466,EA,02,4.9573,"COPPER TOP CONNECTOR, 1/0 STR, 15 KV ELBOW, 200 AMP."
12467,EA,02,4,"COPPER TOP CONNECTOR, 4/0 STR, 15 KV ELBOW, 200 AMP."
12468,EA,02,8.4379,15 KV ELBOW-MALE PROBE KIT. 
12469,EA,02,146.4036,"ARRESTER, PARKING STAND, 15 KV."
12470,EA,02,38.6556,"REFLECTOR DOME, COOPER SENTRY LIGHT, 70W, HPS."
12471,FT,02,7.5,"PIPE, 4"" GALVANIZED, 10'LENGTH W/ONE COUPLING."
12473,EA,02,72.8,"ELBOW, GALV. STEEL, 4"", 90 DEGREE, 36"" RADIUS W/COUPLING."
12474,EA,02,1,"ADAPTER, 2"", PVC-STEEL, FEMALE "
12475,EA,02,2.55,"ADAPTER, 4"", PVC-STEEL, FEMALE "
12476,EA,02,28.5,"ELBOW, GALV. STEEL, 2"" 90 DEGREE, 36"" RADIUS, W/COUPLING"
12477,RO,02,64.26,"LABEL TAPE, ST. LT. POLE, 1""X 50'-YELLOW"
99058,EA,02,1.1,"LABEL TAPE, -YELLOW & BLACK. "
12478,EA,02,295,"BRACKET, POLE TOP EXTENSION, 54"", FIBERGLASS, BROWN."
12479,EA,02,165.776,COYOTE ENCLOSURE-RUNT 48; SPLICE ENCLOSURE
12480,EA,02,24.7164,"COYOTE PUP ENCLOUSRE, 12 COUNT SPLICE TRAY."
12481,EA,02,126.35,"COYOTE ENCLOSURE-RUNT 24, SPLICE ENCLOSURE."
12482,EA,02,25.25,"GROUNDING KIT, HEAT SHRINK, #2-4/0 STR. ALUM., 15 KV"
99037,EA,02,3.97,"GRIP, SERVICE, DEAD-END, #6-2/0 STR. COPPER"
12483,EA,02,63.6531,"RAIN GEAR,JACKET, LIME GREEN, REFLECTIVE TAPE,NON-FR RATED"
12484,EA,02,50.4055,"RAIN GEAR, BIBS, LIME GREEN, W/REFLECTIVE TAPE. NON FR"
12485,EA,02,114.2655,"RAIN GEAR, JACKET, LIME GREEN, REFLECTIVE TAPE, (LONG +2"")"
12486,EA,02,89.0333,"RAIN GEAR, BIBS, LIME GREEN, REFLECTIVE TAPE,(LONG +2"")"
12487,EA,02,107.85,"RAIN GEAR, JACKET, LIME GREEN, REFLECTIVE TAPE, (TALL +4"")"
12498,EA,02,373.655,"CONNECTOR, 2""IPS ALUM EXPANSION JOINT-4 HOLE PAD"
12488,EA,02,92.85,"RAIN GEAR, BIBS, LIME GREEN, REFLECTIVE TAPE, (TALL +4"")"
12489,EA,02,7516.06,"REGULATOR, STEP VOLTAGE, KVA-57-64-84  VOLTAGE-7620"
12490,EA,02,10568,"REGULATOR, 333 KVA, VOLTAGE- 7620, SINGLE PHASE STEP."
12491,EA,02,24.9797,"COUPLING, 3"", HDPE-PVC & HDPE-HDPE."
12492,ST,02,18.8038,"BRACE, 48"", WOOD, CROSSARM. "
12493,ST,02,18.9646,"BRACE, 60"", WOOD, CROSS ARM. "
99059,EA,02,0.19,"CONDUCTOR, COPPERWELD-6A, 4A, 2J, & 1/0F."
12494,EA,02,56.8303,"BUS SUPPORT, 2"" IPS, ALUM, 3""BOLT CIRCLE."
12495,EA,02,51.38,"BUS SUPPORT, ALUM, #927 ACAR, ""DRAKE"" 3"" BC,900-1250 KCM"
12496,EA,02,51.3794,"CONNECTOR, 2"" IPS ALUM MAIN-4 HOLE PAD,45 DEGREE."
12497,EA,02,330.75,"CONNECTOR, 2"" IPS ALUM BUS SUPPORT EXPANSION JOINT."
12499,EA,02,62.37,"CONNECTOR, TEE, 2""IPS ALUM MAIN-2""IPS ALUM TAP."
12500,EA,02,22.1989,"END CAP, 2""IPS ALUM, COMPRESSION."
12501,EA,02,52.1762,"CONNECTOR, 2""IPS-4 HOLE PAD. "
12502,EA,02,51.7206,"CONNECTOR, 2""IPS ALUM-4 HOLE PAD, 90 DEGREE,COMPRESSION."
12503,EA,02,44.12,"CONNECTOR, 2""IPS ALUM-2 HOLE PAD, COMPRESSION."
12504,EA,02,23.9806,"CONNECTOR,2"" BUS, 6"" SPLICE, COMPRESSION."
12505,EA,02,57.39,"CONNECTOR,2""IPS ALUM BUS- 4 HOLE PAD, SIDE FORMED."
12506,EA,02,64.6645,"CONNECTOR,TEE, 2""IPS ALUM MAIN-2""IPS ALUM,TAP,15 DEGREE."
12507,EA,02,182.5125,"CONNECTOR, A-FRAME, 2""IPS ALUM MAIN-2""IPS ALUM, TAP."
12508,EA,02,47.9286,"CLAMP, STIRRUP, 2"" IPS ALUM. "
12509,EA,02,20.5843,"EYE,Y-CLEVIS, 30,000 LB "
12510,EA,02,33.5192,"SHEILD, WIRE SUPPORT, W/CHAIN LINK, 5/8"" X 18""."
99060,EA,02,0.67,"SLEEVE, SPLICING, SOLID CU CONDUCTOR, #8,#6,#4,& #1/0."
99061,EA,02,2.89,"SLEEVE,SPLICING,COPPER, #2, 1/0, 2/0, & 4/0 STR."
99062,EA,02,0.57,"SLEEVE,SPLICING,TRIPLEX, COPPER-#6 & #4 STR."
99063,EA,02,2.69,"COUPLING, PVC, DEEP SOCKET, 2""-4"", SCH. 40"
